Job-Type,Comany,Location,Duration (Months),Stripend (monthly),Incentives,Apply-By,Part-Time,Start
Business Development (Sales),Innvictus Edutech,Noida,3,3000,Yes,5 Aug' 21,Yes,Immediately
Business Development (Sales),Urban Company,Hyderabad,2,10000,,5 Aug' 21,,Immediately
Sales Operations,Pure Snacks Private Limited,Vasai-Virar,3,5000,,5 Aug' 21,,Immediately
Operations,Allround,Work From Home,2,10000,,5 Aug' 21,,Immediately
Publishing Executive (Sales),Blue Rose Publishers,DelhiNoida,3,20000,,5 Aug' 21,,Immediately
Content Development (Science),Teachoo,Work From Home,1,10000-15000,,5 Aug' 21,Yes,Immediately
Search Engine Optimization (SEO) & Digital Marketing,FuduGo Solutions,Work From Home,6,4000-6000,,5 Aug' 21,,Immediately
Education Research Volunteering,Sciensation Society,Work From Home,2,Unpaid,,5 Aug' 21,Yes,Immediately
Graphic Design,NULL Innovation Private Limited,Work From Home,3,1000-2500,,5 Aug' 21,Yes,Immediately
Math Education Research Fellowship,DeepThought Edutech Ventures Private Limited,Work From Home,6,2000-5000,,5 Aug' 21,Yes,Immediately
Media & Public Relations (PR),DeepThought Edutech Ventures Private Limited,Work From Home,6,4000-6000,,5 Aug' 21,Yes,Immediately
Graphic Design,DeepThought Edutech Ventures Private Limited,Work From Home,6,8000-12000,,5 Aug' 21,Yes,Immediately
Social Media Marketing,Cryptofocus India Private Limited,Work From Home,4,4000,,5 Aug' 21,,Immediately
Content Writing,Uzoran Agency,Hyderabad,3,8000,,5 Aug' 21,,Immediately
Video Editing,DeepThought Edutech Ventures Private Limited,Work From Home,6,4000-6000,,5 Aug' 21,Yes,Immediately
Tutoring (Front End Development),TopTrove Foundation,Work From Home,1,2000,,5 Aug' 21,Yes,Immediately
Human Resources (HR),Team Management Services,ThaneDombivliKalyanMumbai,6,4000-6000,,5 Aug' 21,,Immediately
DevOps & AWS Development,Deevesoft,Work From Home,2,3000-6000,,5 Aug' 21,Yes,Immediately
Business Development (Sales),Benori KPO,Work From Home,2,10000,,5 Aug' 21,,Immediately
Embedded Linux Distro Development - Yocto,Episodiclabs Private Limited (Teckniklab),Work From Home,3,2000-2500,,5 Aug' 21,,Immediately
General Management,Hamari Pahchan NGO,Delhi,1,2000-5000,,5 Aug' 21,,Immediately
Teaching (English & Personality Development),Out Of The Box Solutions,Work From Home,2,2000,,5 Aug' 21,Yes,Immediately
React Native App Development,Diatoz Solutions,Work From Home,3,15000,,5 Aug' 21,,Immediately
Business Development (Sales),Saltriver Infosystems Private Limited,Ahmedabad,2,2000,Yes,5 Aug' 21,Yes,Immediately
Web Development,Shubhchintak Foundation Trust,Work From Home,3,Unpaid,,5 Aug' 21,Yes,Immediately
Motion Graphics,MYKNOT Services (OPC) Private Limited,Work From Home,2,3000,Yes,5 Aug' 21,Yes,Immediately
Search Engine Optimization (SEO),Digitise Today,Delhi,3,4000,,5 Aug' 21,,Immediately
Vendor Relationship Management,Elysian Ventures,Mumbai,3,5000,,5 Aug' 21,,Immediately
Content Development (Sanskrit),Solvitude,Work From Home,3 (Weeks),2000-5000,,5 Aug' 21,,Immediately
Social Media Marketing,Shreya Chakraborty,Kolkata,1,2000,,5 Aug' 21,,Immediately
Event Management,Facts N Fiction Creative Studio,Gurgaon,5,3000-5000,,5 Aug' 21,,Immediately
Social Media Marketing,SeAro Private Limited,Work From Home,3,5000,Yes,5 Aug' 21,,Immediately
Web Development,Shine Consultants,Work From Home,2,8000,,5 Aug' 21,,Immediately
Human Resources (HR),Ananta Resource Management Private Limited,Work From Home,3,,,5 Aug' 21,,Immediately
Media & Public Relations (PR),Orpax Qualtra,Work From Home,2,2000,,5 Aug' 21,,Immediately
Subject Matter Expert (General Studies),XpertHub Solutions,Work From Home,3,20000,Yes,26 Aug' 21,,Immediately
Content Writing,GRAMIKSHA,Work From Home,3,Unpaid,,5 Aug' 21,Yes,Immediately
Client Servicing,Facts N Fiction Creative Studio,Gurgaon,5,3000-5000,,5 Aug' 21,,Immediately
React Native Development,Borgfy,Work From Home,1,1500,,5 Aug' 21,,Immediately
Web Development,Techdome Solutions Private Limited,Work From Home,6,6000,,5 Aug' 21,,Immediately
Regional Marketing & Sales (Executive),PTE UNIVERSE,Work From Home,1,1000,,5 Aug' 21,,Immediately
Social Media Marketing & Content Development,Wocially,Work From Home,3,2000-7000,,5 Aug' 21,,Immediately
Information Technology,Ananta Resource Management Private Limited,Work From Home,3,,,5 Aug' 21,,Immediately
Full Stack Software Engineering,EdTex,Hyderabad,3,15000-25000,,5 Aug' 21,,Immediately
Marketing,Kabera Global,Work From Home,2,5000,,5 Aug' 21,,Immediately
Law/Legal,BS Group,Work From Home,2,1000-2000,,5 Aug' 21,Yes,Immediately
Lead Generation,BrandzGarage,Pune,4,7000,,5 Aug' 21,,Immediately
Lead Generation,BrandzGarage,Pune,4,7000,,5 Aug' 21,,Immediately
Ionic (Angular) Development,Torit Innovations Private Limited,Work From Home,6,7000-10000,,5 Aug' 21,,Immediately
Campus Ambassador,CollegeDunia Web Private Limited,Work From Home,2,,,5 Aug' 21,Yes,Immediately
Content Writing,Thinktrek Solutions,Mumbai,3,3000,Yes,5 Aug' 21,,Immediately
Mobile App Development,Zimro Private Limited,Chennai,3,8000,,5 Aug' 21,Yes,Immediately
Video Editing,Swati  Mittal,Work From Home,6,8000-10000,,5 Aug' 21,Yes,Immediately
Business Development (Sales),WitArist IT Services Private Limited,Work From Home,3,5000,Yes,5 Aug' 21,,Immediately
Campus Ambassador,Eight Network,Work From Home,3,,,5 Aug' 21,Yes,Immediately
Data Analytics,FullContact Technologies Private Limited,Work From Home,3,10000,,5 Aug' 21,,Immediately
Social Media Marketing,Future Lab Studio,Work From Home,2,8000,,5 Aug' 21,,Immediately
Graphic Design,Cara Herbals,Work From Home,2,500,Yes,5 Aug' 21,Yes,Immediately
Campus Ambassador,Chat Notes,Work From Home,1,,,5 Aug' 21,Yes,Immediately
Information Technology,Avitis Institute Of Medical Science,PalakkadNemmara,6,3000,,5 Aug' 21,,Immediately
Mobile App Development,Thrifty Software Private Limited,Work From Home,3,8000,,5 Aug' 21,,Immediately
Operations,Dough & Cream,Delhi,3,5000-10000,,5 Aug' 21,,Immediately
Business Development (Sales),AppSierra Solutions Private Limited,DelhiGhaziabadNoida,3,10000-12000,,5 Aug' 21,,Immediately
Subject Matter Expert (Advanced Mathematics),Innovalance Learning Systems,Work From Home,3,10000,,5 Aug' 21,,Immediately
Technical Support,Digital Yug,Jaipur,6,8000,,5 Aug' 21,,Immediately
Front End Development,Batingo11,Work From Home,2,5000,,5 Aug' 21,,Immediately
Photography,YELL,Delhi,3,8500,,5 Aug' 21,,Immediately
Content Writing,Aiozium,Work From Home,3,2000,,5 Aug' 21,,Immediately
Graphic Design,ILogo.in,Mumbai,6,5000,,5 Aug' 21,Yes,Immediately
Campus Ambassador,Live Bindas,LudhianaKeralaGujrat (Pakistan)AssamMiaoTripuraManipurTripuraramNagalang Unat (Brunei)ArunachalapuramMeghalapuraPunjab Small Industries Corporation (Pakistan),1,,,5 Aug' 21,Yes,Immediately
Marketing,_Star_girl.10,Work From Home,2 (Weeks),1000 (weekly),Yes,5 Aug' 21,Yes,Immediately
Business Development (Sales),The Child Prodigy,Chandigarh,6,10000,,5 Aug' 21,,Immediately
Digital Marketing,The Child Prodigy,Chandigarh,6,10000,,5 Aug' 21,,Immediately
Software Documentation,Comofi Medtech Private Limited,Bangalore,6,10000,,5 Aug' 21,,Immediately
Web Development,Tradent,ChennaiTiruchirappalli,3,3000-5000,,5 Aug' 21,,Immediately
Web Development,Codified Web Solutions,Jaipur,3,10000-15000,,5 Aug' 21,,Immediately
Human Resources (HR),The Child Prodigy,Chandigarh,6,10000,,5 Aug' 21,,Immediately
Law/ Legal,Hamari Pahchan NGO,Delhi,1,2000-5000,,5 Aug' 21,,Immediately
Human Resources (HR),Blooprint Ecom Consulting,Work From Home,2,,,5 Aug' 21,,Immediately
Fundraising,Flying Boat Foundation,Work From Home,2,Unpaid,,5 Aug' 21,Yes,Immediately
Graphic Design,The Child Prodigy,Chandigarh,3,10000,,5 Aug' 21,,Immediately
Media & Public Relations (PR),Hamari Pahchan NGO,Delhi,1,2000-7000,,5 Aug' 21,,Immediately
Human Resources (HR),Team Management Services,Work From Home,6,4000-6000,,5 Aug' 21,,Immediately
Content Writing,The Research Pedia,Work From Home,1,,,5 Aug' 21,Yes,Immediately
Mobile App Development,Incomparable Technologies,Work From Home,3,1000,,5 Aug' 21,,Immediately
Business Development (Sales),Credence Pharma,Puducherry,2,5000,Yes,5 Aug' 21,Yes,Immediately
Business Analytics (Power BI),Quadratyx,Hyderabad,5,7000-9000,,5 Aug' 21,,Immediately
Business Development (Sales),Elexon Developments,Bangalore,3,8000-12000,,5 Aug' 21,Yes,Immediately
Event Management,Kidzpreneur,Work From Home,6,2500-5000,,5 Aug' 21,Yes,Immediately
Graphic Design,Yumzo,Delhi,2,7000,,5 Aug' 21,,Immediately
Business Development (Sales),Offbeat Media,Mumbai,6,4000-5000,,5 Aug' 21,,Immediately
Business Development (Sales),Keto India,Delhi,6,8000,,5 Aug' 21,,Immediately
Content Writing,Louderr,Work From Home,4,8000-10000,,5 Aug' 21,,Immediately
Event Management/Operations Assistance,Blissful Plans,Work From Home,3,1000,,5 Aug' 21,Yes,Immediately
Subject Matter Expert (Accountancy- Kannada Medium),Solvitude,Work From Home,3 (Weeks),,,5 Aug' 21,Yes,Immediately
Graphic Design,ViteBox,Ahmedabad,6,2000,,5 Aug' 21,,Immediately
Marketing,Allied Essence Manpower Solutions Private Limited,Work From Home,1,1000,Yes,5 Aug' 21,,Immediately
Mobile App Development,Eternal Robotics,Hyderabad,6,15000,,5 Aug' 21,,Immediately
Full Stack Development,Vakil Desk,Work From Home,4,9000-12000,,5 Aug' 21,,Immediately
Quality Analysis,Accolite Digital,Work From Home,6,15000,,5 Aug' 21,,Immediately
Business Development (Sales),Allied Essence Manpower Solutions Private Limited,Work From Home,3,1000,Yes,5 Aug' 21,,Immediately
Graphic Design,Repo Builder's,Work From Home,3,1000,Yes,5 Aug' 21,,Immediately
Curriculum Development (Coding),EduMarvel,BangaloreMumbai,6,2000,,5 Aug' 21,,Immediately
Digital Marketing,Allied Essence Manpower Solutions Private Limited,Work From Home,3,1000,Yes,5 Aug' 21,,Immediately
Digital Marketing,Emotionally.in,BangaloreMumbai,3,3000,,5 Aug' 21,,Immediately
Instagram Reels Expert,Minimal Mate,Work From Home,2,3000,Yes,5 Aug' 21,Yes,Immediately
Human Resources (HR),Learning Curve - My Personal Tutor,Work From Home,2,1000-1500,,5 Aug' 21,Yes,Immediately
Online Teaching (Full Stack),CodingZen,Work From Home,3,8000-15000,,5 Aug' 21,Yes,Immediately
Social Media Marketing,Brandots Technologies,Work From Home,3,4000-7000,,5 Aug' 21,,Immediately
Digital Marketing,Sandhan Learning,Work From Home,2,1000,Yes,5 Aug' 21,,Immediately
Teaching (PCM),Instituterank,Work From Home,4,4000,,5 Aug' 21,Yes,Immediately
Graphic Design,SUPROS,Work From Home,3,4000-8000,,5 Aug' 21,,Immediately
Mobile App Development,Plutonity Investment Advisory & Technologies Private Limited,Work From Home,3,30000-40000,,5 Aug' 21,,Immediately
Subject Matter Expert (Computer Science),Digituala Lab Enterprise LLP,Work From Home,3,8000-10000,,5 Aug' 21,Yes,Immediately
Subject Matter Expert (Advanced Mathematics),Digituala Lab Enterprise LLP,Work From Home,3,6000-9000,,5 Aug' 21,Yes,Immediately
Subject Matter Expert (Thomas Calculas),Digituala Lab Enterprise LLP,Work From Home,3,7000-10000,,5 Aug' 21,Yes,Immediately
Digital Marketing,FIT GYM LIFE,Work From Home,3,1000-2000,,5 Aug' 21,,Immediately
Subject Matter Expert (Statistics),Digituala Lab Enterprise LLP,Work From Home,3,8000,,5 Aug' 21,Yes,Immediately
Software Engineering,Zoclik - ZOHO Experts,Hyderabad,6,8000,,5 Aug' 21,,Immediately
Data Labelling,Wobot Intelligence Private Limited,Work From Home,3,5000,,5 Aug' 21,,Immediately
Flutter Development,Credicxo Tech Private Limited,Bhopal,6,5000-10000,,5 Aug' 21,,Immediately
Digital Marketing,General Data Private Limited,Work From Home,6,5000,,5 Aug' 21,,Immediately
Python Development,Credicxo Tech Private Limited,Bhopal,6,6000-10000,,5 Aug' 21,,Immediately
Graphic Design,Rajasthan Studio,Work From Home,4,10000,,5 Aug' 21,,Immediately
Digital Marketing,Wadhim Solutions,Mohali,2,2000,Yes,5 Aug' 21,,Immediately
Social Media Marketing,It's Beautiful,Work From Home,3,3000,Yes,5 Aug' 21,,Immediately
Angular Development,Credicxo Tech Private Limited,Bhopal,6,6000-10000,,5 Aug' 21,,Immediately
Customer Support,Medicana,Patna,6,10000-15000,,26 Aug' 21,,Immediately
Full Stack Developement,Ace My Prep,Work From Home,3,10000-15000,,5 Aug' 21,,Immediately
Java Development,Beatest,Sahibzada Ajit Singh Nagar,2,5000,,5 Aug' 21,,Immediately
Software Testing,ILM UX Private Limited,Navi Mumbai,6,6000,,5 Aug' 21,,Immediately
Social Media Marketing,Weetaan,Pune,3,,,5 Aug' 21,,Immediately
Angular.js Development,Hopefloats Technologies Private Limited,Noida,6,6000,,5 Aug' 21,,Immediately
Operations,Medicana,Patna,6,10000-15000,,26 Aug' 21,,Immediately
Executive Assistance,Medicana,Patna,6,5000-10000,,26 Aug' 21,,Immediately
Secretarial Operations,Medicana,Patna,6,15000-18000,,26 Aug' 21,Yes,Immediately
Customer Service,Café Camellia,Ludhiana,3,9000-10000,,5 Aug' 21,Yes,Immediately
Front Office Operations,Medicana,Patna,6,10000-16000,,26 Aug' 21,,Immediately
Business Development (Sales),Facts N Fiction Creative Studio,Gurgaon,5,3000-5000,,5 Aug' 21,,Immediately
Graphic Design,Blingg,Work From Home,3,15000-25000,,5 Aug' 21,,Immediately
Web Development,Medicana,Patna,6,5000-10000,,26 Aug' 21,,Immediately
Social Media Marketing,Five Capital,Work From Home,6,20000,,5 Aug' 21,,Immediately
Search Engine Optimization (SEO),The Tarzan Way,Work From Home,3,2000,Yes,5 Aug' 21,,Immediately
Human Resources (HR),Medicana,Patna,6,6000-10000,,26 Aug' 21,,Immediately
Digital Marketing,Red Dash Media,Delhi,3,8000,,5 Aug' 21,,Immediately
Business Development (Sales),Tranzmeo IT Solutions Private Limited,Cochin,6,5000,,5 Aug' 21,,Immediately
Business Development (Sales),Medicana,Patna,6,5000-10000,,26 Aug' 21,,Immediately
Graphic Design,Medicana,Patna,6,5000-10000,,26 Aug' 21,,Immediately
Digital Marketing,The Bulletin Boards,Delhi,6,5000-6000,,5 Aug' 21,,Immediately
Computer Operations,Medicana,Patna,6,6000-12000,,26 Aug' 21,,Immediately
Customer Care,Medicana,Patna,6,10000-15000,,26 Aug' 21,,Immediately
Operations,Toddle,Work From Home,6,20000,,5 Aug' 21,,Immediately
Digital Marketing,Medicana,Patna,6,5000-10000,,26 Aug' 21,,Immediately
Marketing,Medicana,Patna,6,5000-10000,,26 Aug' 21,Yes,Immediately
Graphic Design,Hilt Brands India Private Limited,Work From Home,6,8000,Yes,5 Aug' 21,,Immediately
Project Management,Medicana,Patna,6,5000-10000,,26 Aug' 21,,Immediately
Service Delivery Management,Medicana,Patna,6,5000-10000,,26 Aug' 21,,Immediately
Video Content Development,Umra Tech Solutions,Work From Home,3,13500,,5 Aug' 21,Yes,Immediately
Web Development,Sleeksites,Work From Home,2,2500,,5 Aug' 21,,Immediately
Human Resources (HR),Physics Wallah,Delhi,6,14000,,5 Aug' 21,,Immediately
Graphic Design,The Mom Store,Bangalore,3,7000,,5 Aug' 21,,Immediately
Content Writing,Zedex Info Private Limited,Navi MumbaiMumbai,3,7000,,5 Aug' 21,,Immediately
Mobile App Development,4heals,Work From Home,6 (Weeks),,,5 Aug' 21,,Immediately
Content Writing,Varlyq Technologies,Work From Home,3,2500,,5 Aug' 21,Yes,Immediately
Product Management,Eroute Technologies Private Limited,Delhi,2,13000-20000,,5 Aug' 21,,Immediately
Cloud Computing,Moresco Software Services Private Limited,Kolkata,6,11000,,5 Aug' 21,,Immediately
Sales (Spanish Speaking),Unruffled Feathers Enterprises Private Limited,Work From Home,4,1000,,5 Aug' 21,Yes,Immediately
WordPress Development,Advanced Trade Integrations & Solutions Private Limited (Brandpipers),Work From Home,3,2000,,26 Aug' 21,,Immediately
Content Writing,EkakiVedam Foundation,Work From Home,6,1500,,5 Aug' 21,,Immediately
Business Development (Sales),Bengal Bay,Goa Velha,4,8000,,9 Aug' 21,,Immediately
AgriTech,City Greens,Bangalore,3,12000,,5 Aug' 21,,Immediately
ISO Consultancy (Operations),Apna Bazar,Work From Home,3,2000-5000,,5 Aug' 21,,Immediately
Logo Design,Blackbeam United Cosmos Organization,Work From Home,1,Unpaid,,5 Aug' 21,Yes,Immediately
Digital Marketing,Learners Point Academy,Work From Home,3,6000,,5 Aug' 21,,Immediately
Technical Management,Save The Paws,Work From Home,3,Unpaid,,5 Aug' 21,Yes,Immediately
UI/UX Design,BrandzGarage,Work From Home,4,7500,,5 Aug' 21,,Immediately
Full Stack Development,Bakerstreet Fintech Private Limited,Pune,6,15000,,5 Aug' 21,,Immediately
Human Resources (HR),Mogli Labs India Private Limited,Noida,3,8000-9000,,5 Aug' 21,,Immediately
Business Development (Sales),Yog Love,Mumbai,6,6000-10000,,7 Aug' 21,,Immediately
Graphic Design,SHN Advertising,Work From Home,3,3000-5000,,5 Aug' 21,,Immediately
Digital Marketing,Uruvi Digital Private Limited,Work From Home,6,7000-11000,,5 Aug' 21,,Immediately
Chartered Accountancy (CA),Finvision Financial Services,Delhi,12,15000-25000,,5 Aug' 21,,Immediately
Social Media Marketing,Finvision Financial Services,Delhi,6,10000-20000,,5 Aug' 21,,Immediately
Campus Ambassador,Ed & ImmiGo Overseas Consultants,GunturKurnoolTirupatiVisakhapatnamWarangalHyderabadNelloreVijayawadaKakinadaOngole,3,,,5 Aug' 21,Yes,Immediately
Customer Success,CareerNinja,Mumbai,6,5000-8000,,5 Aug' 21,,Immediately
Graphic Design,LEMON CHILLI MEDIA SOLUTIONS,Delhi,6,7000,,5 Aug' 21,,Immediately
Content Writing,BNG INFO MEDIA AND TECHNOLOGIES LLP,Work From Home,6,5000,,5 Aug' 21,,Immediately
Social Media Marketing,Trillaso Media Network,Work From Home,3,5000-10000,,5 Aug' 21,,Immediately
Content Writing,Arcatron Mobility Private Limited,Work From Home,5,18000,,5 Aug' 21,,Immediately
Accounts,Studio 8 Designs,Bangalore,6,4000-6000,,5 Aug' 21,,Immediately
Graphic Design,SYR Enterprises,Work From Home,6,5000-7000,,5 Aug' 21,Yes,Immediately
Marketing,Questy Solution,Work From Home,2,1000,,5 Aug' 21,,Immediately
Search Engine Optimization (SEO),Webtronics India,Delhi,6,6000-12000,,5 Aug' 21,Yes,Immediately
Social Media Marketing,Studio 8 Designs,Work From Home,6,2000,,5 Aug' 21,Yes,Immediately
Operations (Teaching Assistance),CareerNinja,Mumbai,6,5000-8000,,5 Aug' 21,,Immediately
Full Stack Development (Dot Net),Millligram IT,AsansolBurdwanDurgapurKolkataBerhamporeRaniganjMurshidabadSouth 24 ParganasNorth 24 ParganasBelgharia,4,7000,,5 Aug' 21,,Immediately
Social Media Marketing,NOI Technologies Private Limited,Jaipur,1,10000-20000,,5 Aug' 21,,Immediately
Full Stack Development,LearnMall,Bangalore,3,14000,,5 Aug' 21,,Immediately
Digital Marketing,Concpt,Work From Home,3,7000-10000,,5 Aug' 21,,Immediately
Graphic Design,NOI Technologies Private Limited,Jaipur,1,8000-16000,,5 Aug' 21,,Immediately
Research Assistance,Axolotl Health Private Limited,Hyderabad,6,8000,,5 Aug' 21,,Immediately
Web Development,Def X,Ahmedabad,6,5000,,5 Aug' 21,,Immediately
Social Media Coordination,Ricoz,Work From Home,6,3000,,5 Aug' 21,Yes,Immediately
Cinematography,VM-One Technologies,Delhi,6,15000-20000,,5 Aug' 21,,Immediately
Node.js Development,Hybrowlabs Technologies,Work From Home,6,10000,,5 Aug' 21,,Immediately
Graphic Design,Cyclop,Work From Home,3,5000,Yes,5 Aug' 21,,Immediately
Content Writing (Finance),Medmonx Enterprises Private Limited,Work From Home,1,15000,,5 Aug' 21,,Immediately
Content Writing,VM-One Technologies,Delhi,6,10000-15000,,5 Aug' 21,,Immediately
Graphic Design,BrandzGarage,Work From Home,4,7500,,5 Aug' 21,,Immediately
Telecalling,Bhavana Digital Academy,Work From Home,3,2000,Yes,5 Aug' 21,,Immediately
Executive Assistant,VM-One Technologies,Delhi,6,15000-20000,,5 Aug' 21,,Immediately
Embedded Systems - Electronics,Gurutvaa Systems Private Limited,Pune,6,5000,,5 Aug' 21,,Immediately
Mechanical Design Engineering,Pinesphere Solutions,Coimbatore,3,5000,,5 Aug' 21,,Immediately
MERN/MEAN Development,Sampana Digital Private Limited,ChandigarhLudhianaPatialaMohali,3,3000-4000,,5 Aug' 21,,Immediately
Web Development,Sampana Digital Private Limited,ChandigarhLudhianaPatialaMohali,3,3000-4000,,5 Aug' 21,,Immediately
Operations,Childo Education Research And Development Foundation,Work From Home,3 (Weeks),Unpaid,,5 Aug' 21,,Immediately
Social Media Marketing,VM-One Technologies,Delhi,6,10000-15000,,5 Aug' 21,,Immediately
Graphic Design,GIST,Delhi,3,12000,,5 Aug' 21,,Immediately
Machine Learning & NLP Engineering,IEMA Research & Development Private Limited,Kolkata,3,10000,,5 Aug' 21,,Immediately
Content Writing,Wintage Garments Private Limited,Work From Home,2,4000,Yes,5 Aug' 21,Yes,Immediately
Business Development (Sales),Vedlogy Learnings Private Limited,Work From Home,2,7500,,5 Aug' 21,,Immediately
Social Media Marketing,The Professional Couriers,Work From Home,1,3000-5000,,5 Aug' 21,,Immediately
Board Game Design,Infinity Crafts Incorporation,Work From Home,3,10000-20000,,5 Aug' 21,,Immediately
Business Development (Sales),Snapyard Consultancy,Work From Home,2,5000,Yes,5 Aug' 21,,Immediately
Social Media Marketing,Revamp In,Bangalore,6,3500-7000,,5 Aug' 21,Yes,Immediately
CAD Design,Global Trend,Work From Home,6,7000,,5 Aug' 21,,Immediately
Graphic Design,Brandhues Advertising,Work From Home,1,3000,,5 Aug' 21,Yes,Immediately
Frappe/Python Development,Hybrowlabs Technologies,Work From Home,6,10000,,5 Aug' 21,,Immediately
Content Writing,EasyEcom,Work From Home,6,8000,,5 Aug' 21,,Immediately
Social Media Marketing,AIMAKERY™ LONDON (UK),Work From Home,3,4000-9000,,5 Aug' 21,Yes,Immediately
Product Management,Bit Brothers,Work From Home,3,7000-12000,,5 Aug' 21,,Immediately
Digital Marketing,Aaron Softech Private Limited,Work From Home,6,5000-10000,,5 Aug' 21,,Immediately
Digital Marketing,Bhavana Digital Academy,Hyderabad,6,5000,,5 Aug' 21,,Immediately
Production Management,Tracon Export Services Private Limited,Karur,6,15000,,5 Aug' 21,,Immediately
Machine Learning (AI),Angels Virtual World,Delhi,4,5000,,5 Aug' 21,,Immediately
Digital Marketing,DGS Translogistics India Private Limited,Jaipur,3,5000-10000,,5 Aug' 21,,Immediately
Social Media Marketing,Talentela,Work From Home,3,7000,,5 Aug' 21,,Immediately
Graphic Design,FirstSportz,Work From Home,3,3500,,5 Aug' 21,Yes,Immediately
Human Resources (HR),Pinelabs,Work From Home,3,5000,,5 Aug' 21,,Immediately
Strategic Alliance,WallMag,Work From Home,3,3000,,5 Aug' 21,,Immediately
Business Development (Sales),SAMEER GROUP,Pune,6,15000,,5 Aug' 21,,Immediately
Content Writing,Traveltoogle,Delhi,6,7000,,5 Aug' 21,,Immediately
Web Development,Guru Square Private Limited,Work From Home,4,2000,,5 Aug' 21,,Immediately
Business Development (Sales),CoEdify,Noida,3,10000,,5 Aug' 21,,Immediately
Animation,Vikalp India Private Limited,Work From Home,6,7000-10000,,5 Aug' 21,,Immediately
UI/UX Design,Sunaina Agarwal,Work From Home,3,3000,,5 Aug' 21,,Immediately
Recruitment,V5 Global Services Private Limited,Chennai,3,5000-10000,,5 Aug' 21,,Immediately
PHP Development,Webisdom,GhaziabadGurgaonGreater NoidaNoidaDelhi,6,5000-10000,,5 Aug' 21,,Immediately
Digital Marketing,DeepMoth Technologies Private Limited,Work From Home,2,3000,,5 Aug' 21,,Immediately
Data Entry,EGIYOK (All Agri Online Private Limited),Mohali,6,5000,,5 Aug' 21,,Immediately
Artificial Intelligence (AI),Cynapto Technologies Private Limited,Work From Home,6,5000,,5 Aug' 21,,Immediately
Content Writing,Machadalo,Work From Home,3,5000,,5 Aug' 21,Yes,Immediately
Video Making/Editing,Wissensquelle Robotics,Work From Home,2,5000,,5 Aug' 21,,Immediately
Business Development (Sales),Ruson Infomedia Private Limited (The Boring News Company),Work From Home,4 (Weeks),,,5 Aug' 21,Yes,Immediately
Web Development,CloudTara Technologies,Work From Home,2,5000,,5 Aug' 21,,Immediately
Human Resources (HR),Agri10x (iCognitive Global Private Limited),Pune,6,10000,,5 Aug' 21,,Immediately
Content Writing,Hexode,Work From Home,3,1000,,5 Aug' 21,,Immediately
Java Development,Mirrorsize US Incorporation,Noida,6,10000,,5 Aug' 21,,Immediately
Business Development (Sales),ClassTrak,Work From Home,3,7500,,5 Aug' 21,,Immediately
Law/Legal,Indeseva,Work From Home,2,Unpaid,,5 Aug' 21,Yes,Immediately
Finance,Adstacks Media,Gurgaon,6,7000,,5 Aug' 21,,Immediately
Graphic Design,Printroots,Jaipur,4,5000-10000,,5 Aug' 21,,Immediately
Digital Marketing,Simbus Technologies Private Limited,Work From Home,6,15000,,5 Aug' 21,,Immediately
Full Stack Django Development,IEMA Research & Development Private Limited,Kolkata,3,10000,,5 Aug' 21,,Immediately
Digital Marketing,Orions IT Solutions,Work From Home,2,1500,,5 Aug' 21,Yes,Immediately
UI/UX Design,SMDevOps,Noida,2,3000-8000,,5 Aug' 21,,Immediately
SOC Analysis,Fermion Infotech Private Limited,Navi Mumbai,6,12000,,5 Aug' 21,,Immediately
Accounts,Legasis Services Private Limited,Work From Home,2,5000,,5 Aug' 21,,Immediately
Content Writing,Jankalyan Multipurpose Education Socitey,Work From Home,1,Unpaid,,5 Aug' 21,Yes,Immediately
Business Development (Sales),Bhutisraj Foundation,Work From Home,2,7200,,5 Aug' 21,,Immediately
Digital Marketing,OCIO Technology Private Limited,Delhi,6,5000-10000,,5 Aug' 21,,Immediately
Content Writing,TechQuila,Work From Home,2,5000,,5 Aug' 21,,Immediately
Curriculum Creation (Class 9-10),Padhio (Tramseb Learning Solutions Private Limited),Work From Home,1,4000,,5 Aug' 21,,Immediately
Project Coordination,Kosataga,Varanasi,6,6000-8000,,5 Aug' 21,,Immediately
Social Media Marketing,Storiyaan,Work From Home,5,2500,,5 Aug' 21,,Immediately
Social Media Support,Able Jobs,Work From Home,3,14000,,5 Aug' 21,,Immediately
Textile Designing/Visual Merchandising,Tracon Export Services Private Limited,Gurgaon,6,15000,,5 Aug' 21,,Immediately
Flutter Development,HelpNow,Work From Home,2,10000,,5 Aug' 21,,Immediately
Graphic Design,Chetana Conscience Of Women,Work From Home,3,Unpaid,,5 Aug' 21,Yes,Immediately
Software Support,PurpleDocs,AhmedabadRajkotUnaVadodara,2,7000-10000,,5 Aug' 21,,Immediately
Digital Marketing,Lekh App,Work From Home,3,5000,,5 Aug' 21,,Immediately
Hardware Engineering,Ottomate,Bangalore,6,15000,,5 Aug' 21,,Immediately
Market Research,Newton School,Work From Home,3,4000,Yes,5 Aug' 21,,Immediately
Graphic Design,Roodland Realty Private Limited,Work From Home,2,1000,,5 Aug' 21,Yes,Immediately
Graphic Design,Wissensquelle Robotics,Work From Home,2,5000,,5 Aug' 21,,Immediately
Search Engine Optimization (SEO),Wissensquelle Robotics,Work From Home,2,5000,,5 Aug' 21,,Immediately
